Company Name,Google Maps URL,Description,Website,stripped_website,Column 1,Phone,Address,Rating,Reviews Count,found contact already [y/n],Company Name,Website,Website Status,Address,Country,Person Linkedin,Title,First Name,Last Name,Email,Company Generic Emails,Company Email Source,Email Source,Mailtester,Personal Phone Number,Company Phone Number,Phone Source,Remarks
Kinju Tokyo Cuisine,https://www.google.com/maps/place/?q=place_id:ChIJPbG2Av6HToYRkM5hBnRGCjQ,,,,,(817) 200-6470,"2430 E Pioneer Pkwy #215, Arlington, TX 76010",4.3,6,No,Kinju Tokyo Cuisine,,Web Not Found,"2430 E Pioneer Pkwy #215, Arlington, TX 76010, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 817-200-6470,,
One Love Lounge Caribbean Restaurant & Lounge,https://www.google.com/maps/place/?q=place_id:ChIJdy62ATd9ToYR-m-eLe2HNLw,,https://www.oneloveloungearlington.com/,oneloveloungearlington.com,1,(682) 323-4950,"2315 S Cooper St, Arlington, TX 76015",3.8,558,No,One Love Lounge Caribbean Restaurant & Lounge,one-love-caribbean-restaurant-lounge.ueniweb.com,Web Working,"2315 S Cooper St, Arlington, TX 76015, United States",United States,,Owner,Billy,Adjmul,N/A,oneloveloungetx@gmail.com,,,Valid Email,N/A,1 682-323-4950,,
Saviano's Italian Kitchen,https://www.google.com/maps/place/?q=place_id:ChIJqZ6xTXuAToYRiyJEA6t1haY,Pizza & pasta from a family-owned outfit. Family-run Italian stalwart presents a pizza-&-pasta lineup in rustic digs with an open kitchen.,https://savianositaliankitchen.com/,savianositaliankitchen.com,1,(817) 283-3121,"300 N Main St, Euless, TX 76039",4.6,2600,No,Saviano's Italian Kitchen,savianositaliankitchen.com,Web Working,"300 N Main St, Euless, TX 76039, United States",United States,,Manager/Owner,Jesse,O.,jesse@savianositaliankitchen.com,contact@savianosrestaurant.com,,https://www.savianositaliankitchen.com/contact-us,Valid Email,N/A,1 817-283-3121,,
Mr Max Izakaya Restaurant,https://www.google.com/maps/place/?q=place_id:ChIJL36r6TCCToYR-VjclLfEm4g,"Japanese small plates in a cozy tavern. Chill izakaya with a quaint feel & Japanese-style seating, plus a sushi bar, tapas & sake offerings.",https://mrmaxtx.com/,mrmaxtx.com,1,(972) 255-8889,"3028 N Belt Line Rd, Irving, TX 75062",4.8,1426,No,Mr Max Izakaya Restaurant,mrmaxtx.com,Web Working,"3028 N Belt Line Rd, Irving, TX 75062, United States",United States,,Owner,Max,Richardson,N/A,mrmaxizakaya@gmail.com,,,Valid Email,N/A,1 972-255-8889,,
The Brass Spur Bar & Grill,https://www.google.com/maps/place/?q=place_id:ChIJFTnCldGHToYRB4moLMwALlo,,https://www.hilton.com/en/hotels/dfwsadt-doubletree-arlington-dfw-south/dining/?y_source=1_MTU0MDUxNzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,hilton.com,6,(817) 640-7712,"1507 N Watson Rd, Arlington, TX 76006",4.8,21,No,The Brass Spur Bar & Grill,,Web Not Found,"1507 N Watson Rd, Arlington, TX 76006, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 817-640-7712,,
Mariscos El Viejon Seafood and Bar,https://www.google.com/maps/place/?q=place_id:ChIJJcfBMQCDToYRsQ0nM2xAIWU,,https://elviejonseafoodrestaurant.com/,elviejonseafoodrestaurant.com,3,(469) 565-2032,"2950 N Belt Line Rd, Irving, TX 75062",4.8,1103,No,Mariscos El Viejon Seafood and Bar,elviejonseafoodrestaurant.com,Web Working,"2950 N Belt Line Rd, Irving, TX 75062, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 469-565-2032,,
Café Sicilia,https://www.google.com/maps/place/?q=place_id:ChIJ406yCQ9_ToYRZoAi159asIY,"Old-world Italian fare amid Tuscan decor. Italian trattoria offering old-world pastas, pizzas & baked entrees in a Tuscan-inspired setting.",http://www.cafesicilia.com/,cafesicilia.com,1,(817) 318-6664,"1548 Bedford Rd Suite M, Bedford, TX 76021",4.5,1291,No,Cafe Sicilia,cafesicilia.com,Web Working,"1548 Bedford Rd Suite M, Bedford, TX 76021, United States",United States,,Owner,Karin,Stoman,karin@cafesicilia.com,N/A,,https://www.facebook.com/CafeSiciliaBedford/about/?_rdr,Valid Email,N/A,1 817-318-6664,,
"Trinity Street Food (Euless, Texas)",https://www.google.com/maps/place/?q=place_id:ChIJuZPFAn-AToYROk0qoqGn9GQ,"Low-key Thai eatery with lunch deals. Unassuming hideaway offering homestyle Thai fare & lunch specials, such as pad Thai & curries.",https://trinitystreetfood.com/,trinitystreetfood.com,1,(817) 494-3008,"135 S Ector Dr, Euless, TX 76040",4.6,605,No,"Trinity Street Food (Euless, Texas)",trinitystreetfood.com,Web Working,"135 S Ector Dr, Euless, TX 76040, United States",United States,,Owner,Thanawat,Tansub,N/A,trinitystreetfood@yahoo.com,,,Valid Email,N/A,1 817-494-3008,,
The Biscuit Bar,https://www.google.com/maps/place/?q=place_id:ChIJfdNeHDp9ToYRTOVjX54MbKs,,https://thebiscuit.bar/,thebiscuit.bar,1,(817) 873-6330,"1707 N Collins St #101, Arlington, TX 76011",4.2,2110,Yes,,,Skip,,,,,,,,,,,Skip,,,,
Oldwest Cafe of Bedford,https://www.google.com/maps/place/?q=place_id:ChIJE_yTPMJ_ToYR8Vf5ERs_5to,Homey hub for breakfast & lunch. Comfy daytime diner featuring classic comfort food dishes for breakfast & lunch.,http://www.oldwestcafe.com/,oldwestcafe.com,1,(817) 354-8000,"2900 Hwy 121, Bedford, TX 76021",4.6,3923,No,Oldwest Cafe of Bedford,oldwestcafe.com,Web Working,"2900 Hwy 121, Bedford, TX 76021, United States",United States,https://www.linkedin.com/in/jonathan-gaither-19249363/,General Manager,Jonathan,Gaither,N/A,connect@oldwestcafe.com,,,Valid Email,N/A,1 817-354-8000,,
Azizas Kitchen,https://www.google.com/maps/place/?q=place_id:ChIJS7b51sOHToYRnBnpNvVCqOc,,http://azizasafrofusioncuisine.com/,azizasafrofusioncuisine.com,1,(817) 200-6300,"1861 Brown Blvd, Arlington, TX 76006",4.8,20,No,Azizas Kitchen,,Web Not Found,"1861 Brown Blvd, Arlington, TX 76006, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 817-200-6300,,
Yasashi,https://www.google.com/maps/place/?q=place_id:ChIJ6zGWrNuDToYR0c-xKtuxJ78,,http://yasashiirving.com/,yasashiirving.com,1,(972) 570-5151,"3045 N Belt Line Rd, Irving, TX 75062",4.5,445,No,Yasashi,yasashiirving.com,Web Working,"3045 N Belt Line RdIrving, TX 75062, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 972-570-5151,,
LaPerle Restaurant & Bar,https://www.google.com/maps/place/?q=place_id:ChIJwUBjU6eBToYRrY5TkqEjOsw,,https://laperle.vip/,laperle.vip,1,(302) 527-3753,"4440 W Airport Fwy, Irving, TX 75062",4.4,144,No,laperle.vip,laperle.vip,Web Working,"4440 W Airport Freeway Irving, TX 75062, United States",United States,,,,,N/A,info@laperle.vip,,,Valid Email,N/A,1 302-527-3753,,
Nanglo Restaurant and Bar at Arlington,https://www.google.com/maps/place/?q=place_id:ChIJccUE_cN_ToYReFn77LPynXM,,https://nanglotx.com/,nanglotx.com,1,(682) 252-4092,"3980 N Collins St Suite 150, Arlington, TX 76005",4.3,241,No,Nanglo Restaurant & Bar,nanglotx.com,Web Working,"3001 State Hwy 121 #274, Euless, TX 76039, United States",United States,,,,,N/A,nanglo2018@gmail.com,,,Valid Email,N/A,1 817-554-2366,,
Maki Boy,https://www.google.com/maps/place/?q=place_id:ChIJmQVlvTuCToYRkK8hbdWLxtY,"Japanese cafe for sushi & smoothies. No-frills, counter-serve Japanese eatery for sushi, teriyaki & tempura, as well as smoothies.",,,,(972) 252-7400,"3455 N Belt Line Rd, Irving, TX 75062",4.6,1201,No,Maki Boy,,Web Not Found,"3455 N Belt Line Rd, Irving, TX 75062, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 972-252-7400,,
Spazzio's Italian Cantina,https://www.google.com/maps/place/?q=place_id:ChIJvZzE3zOHToYRAFq36Nj_Ark,"Chic, low-lit Italian bistro with wines. Stylish dining room serving traditional Italian cooking with beer & wine in low-lit surroundings.",http://www.spazziosarlington.com/,spazziosarlington.com,1,(817) 633-0830,"2500 NE Green Oaks Blvd #106, Arlington, TX 76006",4.5,826,No,Spzzios Italian Cantina,spazziosarlington.com,Web Working,"2500 NE Green Oaks Blvd, Suite 106, Arlington, TX 76006, United States",United States,,Restaurant Owner,Ardi,Pel,N/A,spagoarlington@gmail.com,,,Valid Email,N/A,1 817-633-0830,,
Wood & Grain Bistro,https://www.google.com/maps/place/?q=place_id:ChIJxw3gc9B_ToYRDlUbmeyrTwg,"Fast-casual coffee, breakfast & lunch. Warm & inviting bistro features one-of-a-kind handmade tabletops to enjoy coffee, breakfast & lunch.",https://www.woodandgrainbistro.com/,woodandgrainbistro.com,1,(682) 738-3133,"1424 Airport Fwy Suite J, Bedford, TX 76022",4.4,494,No,Wood & Grain Bistro,woodandgrainbistro.com,Web Working,"1424 Airport Freeway Suite J Bedford, TX 76022, United States",United States,,,,,N/A,info@woodandgrainbistro.com,,,Valid Email,N/A,1 682-503-4646,,
From Across the Pond,https://www.google.com/maps/place/?q=place_id:ChIJn5olOlF_ToYRvyUxISOEShw,"Gluten-free tavern with a British theme. Craft beer, shepherd's pie & many gluten-free dishes, served in an English pub.",https://acrossthepond.site/,acrossthepond.site,1,(469) 884-2987,"1101 Cheek-Sparger Rd ste# 110, Colleyville, TX 76034",4.3,1697,No,From Across the Pond,acrossthepond.site,Web Working,"1101 Cheek-Sparger Road, Suite 110, Colleyville, Texas 76034, United States",United States,,,,,N/A,fatpcolleyville@yahoo.com,,,Valid Email,N/A,1 469-884-2987,,
Dirty Cajun Seafood Kitchen,https://www.google.com/maps/place/?q=place_id:ChIJy8nHNBIzTIYRzFY8VGcURDk,,https://www.dirtycajun.com/,dirtycajun.com,1,(682) 503-6339,"2400 Airport Fwy #120, Bedford, TX 76022",4.4,628,No,Dirty Cajun Seafood Kitchen,dirtycajun.com,Web Working,"2400 airport freeway 120, Bedford, TX, United States",United States,,,,,N/A,info@dirtycajun.com,,,Valid Email,N/A,1 682-503-6339,,
Lupe's Comida con Sabor (Bedford),https://www.google.com/maps/place/?q=place_id:ChIJ03LcV6l_ToYRRFtpk8lvRQk,"Cozy pick for familiar eats & margaritas. Tex-Mex standards including enchiladas, tacos & fajitas in a quaint, bustling restaurant with a bar.",http://lupesconsabor.com/,lupesconsabor.com,2,(682) 503-6240,"2200 Airport Fwy #505, Bedford, TX 76022",4.2,1380,No,Lupes Comida con Sabor,lupesconsabor.com,Web Working,"770 E. Road To Six Flags Suite #178 Arlington, Texas 76011, United States",United States,,,,,N/A,lupesconsaborgm@gmail.com,,,Valid Email,N/A,1 682-503-6240,,
El Peñon Restaurante Salvadoreño,https://www.google.com/maps/place/?q=place_id:ChIJR8H5GUGDToYRecU8HHe8n_U,,https://salvadoranfoodirving.com/,salvadoranfoodirving.com,1,(469) 565-2455,"733 N Belt Line Rd, Irving, TX 75061",4.2,87,No,El Peñon Salvadoran Restaurant,salvadoranfoodirving.com,Web Working,"733 N Belt Line Rd, Irving, TX 75061, United States",United States,,,,,N/A,el.penon.salvadoreno503@gmail.com,,,Valid Email,N/A,1 469-565-2455,,
Villa Grande Mexican Restaurant,https://www.google.com/maps/place/?q=place_id:ChIJwQiLU-WAToYRVNoNp6FD0DU,"Easygoing stop for Mexican fare. Warm, family-friendly eatery offering Mexican staples from tacos to fajitas plus tequila drinks.",https://villagrandemexicanrestaurants.com/,villagrandemexicanrestaurants.com,1,(817) 571-7299,"4120 TX-360 #101, Fort Worth, TX 76155",4.2,1871,No,Villa Grande Mexican Restaurants,villagrandemexicanrestaurants.com,Web Working,"1114 N Stemmons Sanger, TX 76266, United States",United States,,Founder,Liliana,Suarez,N/A,N/A,,,Not Found,N/A,1 940-302-4710,,
Los Jimadores Tex-Mex Tequila Factory,https://www.google.com/maps/place/?q=place_id:ChIJvyFiYsB_ToYRPClUhJa9iSY,"Fajitas, margaritas & live tunes. Tex-Mex eatery featuring a hearty menu, margaritas, murals & live music.",http://losjimadoresfw.com/,losjimadoresfw.com,1,(817) 354-5300,"3314 Harwood Rd, Bedford, TX 76021",4.3,1089,No,Los Jimadores Tex-Mex Restaurant,losjimadoresfw.com,Web Working,"3314 Harwood Road, Bedford, Texas 76021, United States",United States,,,,,N/A,miloa80@gmail.com,,,Valid Email,N/A,1 817-354-5300,,
Mk's Sushi of Bedford,https://www.google.com/maps/place/?q=place_id:ChIJT5yEAqx_ToYRL-snem70Fls,"Sleek spot for Japanese recipes. Stylish eatery & bar offering creative sushi rolls, Japanese noodle dishes & bento boxes.",https://mksushirestaurant.com/locations/bedford/,mksushirestaurant.com,1,(817) 545-4149,"2400 Airport Fwy Ste 130, Bedford, TX 76022",4.6,954,No,Mk's Sushi,mksushirestaurant.com,Web Working,"2400 Airport Fwy Ste 130 Bedford, TX 76022, United States",United States,,,,,N/A,mksushi0@gmail.com,,,Valid Email,N/A,1 817-545-4149,,
Spice 6,https://www.google.com/maps/place/?q=place_id:ChIJaYSjvbaBToYR9PIoWyULvZM,,https://www.instagram.com/spice_6_halal/?next=/&hl=en,instagram.com,79,(469) 565-8660,"1911 Esters Rd Suite #150, Irving, TX 75061",4.4,527,No,Spice 6,,Web Not Found,"1911 Esters Rd Suite #150, Irving, TX 75061, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 469-565-8660,,
Hala Cafe,https://www.google.com/maps/place/?q=place_id:ChIJUT_5pnqAToYRecsvECLEcg8,"Mediterranean meals in a low-key setting. Informal restaurant featuring shawarma platters, falafel & other traditional Mediterranean entrees.",https://halacafe.site/,halacafe.site,1,(817) 785-3383,"605 N Main St, Euless, TX 76039",4.4,1018,No,Hala Cafe Restaurant,halacafe.site,Web Working,"605 N Main St, Euless, TX 76039, United States",United States,,,,,N/A,aymand32@yahoo.com,,,Valid Email,N/A,1 817-785-3383,,
Chihiro Sushi & Bar,https://www.google.com/maps/place/?q=place_id:ChIJCWDzqieBToYRFO3ik2cwfaA,,http://www.chihirosushi.com/,chihirosushi.com,1,(817) 494-8100,"1001 E Harwood Rd #88, Euless, TX 76039",4.4,688,No,Chihiro Sushi & Bar,chihirosushi.com,Web Working,"1001 East Harwood Road #88 Euless, TX 76039, United States",United States,,,,,N/A,info@chihirosushi.com,,,Valid Email,N/A,1 817-494-8100,,
Chowk by Sim,https://www.google.com/maps/place/?q=place_id:ChIJjZFoMWeDToYR6OOGyMrtvqo,,https://www.chowkfoodtruck.com/,chowkfoodtruck.com,1,(707) 479-1533,"3901 W Northgate Dr, Irving, TX 75062",4.3,149,No,Chowk Foodtruck,chowkfoodtruck.com,Web Working,"3901 W Northgate Dr,. Irving, TX 75062, United States",United States,,,,,N/A,chowkbysimfoodtruck@gmail.com,,,Valid Email,N/A,1 408-442-1040,,
Hangout Restaurant & Sports Club,https://www.google.com/maps/place/?q=place_id:ChIJCwhbOxaDToYRfIL7U6rIhrI,,https://hangoutsportsbar.com/,hangoutsportsbar.com,1,(972) 301-8102,"3554 W Airport Fwy, Irving, TX 75062",3.9,716,No,Hangout Restaurant and Sports Club,hangoutdallas.com,Web Working,"3554 W Airport Fwy, Irving, TX 75062, United States",United States,,,,,N/A,info@hangoutdallas.com,,,Valid Email,N/A,1 972-399-4264,,
Classic BJ's Cafe,https://www.google.com/maps/place/?q=place_id:ChIJWz2h-sR_ToYR_lvp1yvW7to,,,,,(817) 952-7226,"3260 W Euless Blvd #7, Euless, TX 76040",4.9,335,No,Classic BJ's Cafe,,Web Not Found,"3260 W Euless Blvd #7, Euless, TX 76040, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 817-952-7226,,
Pho V Noodle House & Sushi,https://www.google.com/maps/place/?q=place_id:ChIJMRtG7qt_ToYRbI4f1Rx4Sv4,"Vietnamese fare in a casual space. Simple, casual restaurant with a no-frills interior serving standard Vietnamese cuisine.",https://www.phovnoodlehouse.com/,phovnoodlehouse.com,1,(817) 864-0222,"3504 Harwood Rd, Bedford, TX 76021",4.5,2465,No,Pho V Noodle House & Sushi,phovnoodlehouse.com,Web Working,"3504 Harwood Rd Bedford, TX 76021, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 817-864-0222,,
Mixed Up Burgers,https://www.google.com/maps/place/?q=place_id:ChIJ2W5SXDuHToYRxrbzgGPTsSg,Casual hot spot for gourmet hamburgers. This joint offers 24 varieties of gourmet burgers in a sports-pub setting with big-screen TVs.,https://mixedupburgers.com/?utm_source=google,mixedupburgers.com,1,(972) 606-6700,"510 E Avenue K, Grand Prairie, TX 75050",4.2,1672,No,Mixed-Up Burgers,mixedupburgers.com,Web Working,"510 E Avenue K, Grand Prairie, TX, United States",United States,https://www.linkedin.com/in/kyle-bryson-13149750,Owner / Operator,Kyle,Bryson,kylebryson@gmail.com,mixedupburgersgp@gmail.com,,RocketReach,Valid Email,1 817-366-3939,1 972-606-6700,RocketReach,
Mid Cities Cafe,https://www.google.com/maps/place/?q=place_id:ChIJnX2Aj9B_ToYRa5L7Q9XEYVk,,https://www.midcitiescafetx.com/,midcitiescafetx.com,1,(817) 241-4103,"505 N Industrial Blvd # 300, Bedford, TX 76021",4.2,757,No,Mid Cities Cafe,midcitiescafetx.com,Web Working,"505 N Industrial Blvd, Ste 300, Bedford, TX 76021, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 817-241-4103,,
Everest Momo,https://www.google.com/maps/place/?q=place_id:ChIJVcW1HJiBToYRnxtWelwq0lI,,https://everestmomotx.com/,everestmomotx.com,2,(817) 554-2001,"699 E Harwood Rd, Euless, TX 76039",4.4,231,No,Everest momo,everestmomotx.com,Web Working,"699 E Harwood Rd, Euless, TX 76039, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 817-554-2001,,
Sultani Grill & Burgers,https://www.google.com/maps/place/?q=place_id:ChIJa1WrVwGBToYR2J1kUJaZaK0,,http://sultanigrill.com/,sultanigrill.com,1,(972) 600-9309,"2851 Esters Rd, Irving, TX 75062",4.1,974,No,Sultani Grill & Burgers,sultanigrill.com,Web Working,"2851 Esters RdIrving, TX 75062, United States",United States,,,,,N/A,sultanigrill@gmail.com,,,Valid Email,N/A,1 972-600-9309,,
NEW YORK PIZZERIA,https://www.google.com/maps/place/?q=place_id:ChIJ44OnVpOGToYRZhFxNy5Q-8U,"Straightforward pizza-pasta nook. Slices, whole pies, subs & pasta dishes churned out in casual, compact quarters.",https://ny-pizzeria.com/?utm_source=google,ny-pizzeria.com,1,(972) 602-9959,"1604 State Hwy 161, Grand Prairie, TX 75050",4.5,648,No,New York Pizzeria,ny-pizzeria.com,Web Working,"1604 N State Highway 161, Grand Prairie, TX, United States",United States,,,,,N/A,ny-pizzeria@outlook.com,,,Valid Email,N/A,1 972-602-9959,,
MoMo Express,https://www.google.com/maps/place/?q=place_id:ChIJr8SVBv2DToYRvXZbk8pUoWw,,https://momoexpresstx.com/,momoexpresstx.com,1,(469) 213-7735,"3000 N Belt Line Rd, Irving, TX 75062",4.5,370,No,MoMo Express,momoexpresstx.com,Web Working,"3000 N Belt Line Rd, Irving, TX 75062, United States",United States,,,,,N/A,safaltiwari1500@gmail.com,,,Valid Email,N/A,1 469-213-7735,,
Pho Legacy,https://www.google.com/maps/place/?q=place_id:ChIJTcjzkzCCToYRBRNWl8gpukQ,"Varied Vietnamese eats & drinks. Offers more than 100 Vietnamese dishes (phos, noodles, rice plates) along with colorful bubble teas.",http://pholegacy.com/,pholegacy.com,1,(972) 871-9555,"3109 N Belt Line Rd # 142, Irving, TX 75062",4.3,980,No,Pho Legacy,pholegacy.com,Web Working,"3109 N Belt Line Rd # 142, Irving, TX 75062, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 972-871-9555,,
Marina's Restaurant & Club,https://www.google.com/maps/place/?q=place_id:ChIJl0v5bTF-ToYRR1gQV23cLEg,Boisterous karaoke bar & steakhouse. Lively late-night karaoke destination with a full bar & an American menu of steaks & sandwiches.,https://marinas.top/,marinas.top,1,(817) 571-5910,"1509 W Euless Blvd, Euless, TX 76040",4.2,476,No,Marina's Restaurant & Club,marinas.top,Web Working,"1509 W Euless Blvd, Euless, TX 76040, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 817-571-5910,,
The Gurkha Bar and Grill,https://www.google.com/maps/place/?q=place_id:ChIJA5iK84OBToYRozLaChC2rz4,,https://bestindianfoodindfw.com/,bestindianfoodindfw.com,1,(817) 290-6936,"1060 N Main St #118, Euless, TX 76039",4.3,582,No,The Gurkha Bar and Grill,bestindianfoodindfw.com,Web Working,"1060 N Main St #118, Euless, TX 76039, United States",United States,,,,,N/A,gurkhabareuless@gmail.com,https://bestindianfoodindfw.com//contact.php,,Valid Email,N/A,1 817-290-6936,,
Chandni Chowk Grill & Ice Cream,https://www.google.com/maps/place/?q=place_id:ChIJpfJTmTOBToYRvvT1U3AZzGo,,https://chandnichowkgrill.com/,chandnichowkgrill.com,1,(817) 786-7444,"918 E Harwood Rd suite F, Euless, TX 76039",4.6,844,No,Chandni Chowk Grill & Ice Cream,chandnichowkgrill.com,Web Working,"918 E Harwood Rd suite F, Euless, TX 76039, United States",United States,,,,,N/A,chandnichowkgrill@yahoo.com,https://chandnichowkgrill.com//contact.php,,Valid Email,N/A,1 817-786-7444,,
54th Street Restaurant & Drafthouse,https://www.google.com/maps/place/?q=place_id:ChIJraOANsl_ToYRGOs4DLc3CS0,"American comfort food & kitschy decor. Chain offering a broad American menu & drinks in a relaxed setting with kitschy, eclectic decor.",https://www.54thstreetrestaurants.com/euless-tx.html,54thstreetrestaurants.com,3,(817) 358-4654,"2201 State Hwy 121, Euless, TX 76039",4.3,1633,No,54th Street Restaurant & Drafthouse,54thstreetgrill.com,Web Working,"2201 State Hwy 121, Euless, TX 76039, United States",United States,,Owner,Thomas,Norsworthy,N/A,info54@54thstreetgrill.com,https://www.54thstreetrestaurants.com/ada-accessibility-statement.html,,Valid Email,N/A,1 817-358-4654,,
Shell Shack,https://www.google.com/maps/place/?q=place_id:ChIJu4J4oI99ToYRCNyXxQo3MxM,,https://arlington.shellshack.com/,arlington.shellshack.com,1,(844) 588-2722,"550 Lincoln Square, Arlington, TX 76011",3.9,2886,No,Shell Shack,shellshack.com,Web Working,"550 Lincoln Square Arlington, TX 76011, United States",United States,https://www.linkedin.com/in/arturo-duenas-3b6818109/,General Manager,Arturo,Duenas,arturotx87@gmail.com,N/A,,Contactout,Valid Email,N/A,1 844-588-2722,,
The Colossal Sandwich Shop,https://www.google.com/maps/place/?q=place_id:ChIJ6ar3c0x_ToYRqiRsShn0Kog,,https://colossalsandwich.com/,colossalsandwich.com,1,(817) 508-0123,"1220 Airport Fwy Ste J, Bedford, TX 76022",4.8,882,No,The Colossal Sandwich Shop,colossalsandwich.com,Web Working,"1220 Airport Fwy Ste J, Bedford, TX 76022, United States",United States,,Owner,Terry,Duncan,N/A,eat@colossalsandwich.com,https://www.colossalsandwich.com/,,Valid Email,N/A,1 817-508-0123,,
BoomerJack's Grill,https://www.google.com/maps/place/?q=place_id:ChIJl4Sz9qt_ToYRZXLbDlPtS2A,Unfussy stop for beer & burgers. Branch of a laid-back area chain provides pints & bar grub in a sizable space with a patio.,https://boomerjacks.com/locations/bedford/?utm_source=yelp&utm_medium=yext,boomerjacks.com,4,(817) 267-0267,"2300 Airport Fwy Ste 222, Bedford, TX 76022",4.1,2607,No,BoomerJack's Grill,boomerjacks.com,Duplicate Company,"2300 Airport Fwy Ste 222, Bedford, TX 76022, United States",United States,,,,,,,,,Duplicate Company,,1 817-267-0267,,
El Fenix,https://www.google.com/maps/place/?q=place_id:ChIJe9uJsdSDToYRpMBmLVLCM4Q,Longtime chain for Tex-Mex fare. Branch of a long-running chain serving Tex-Mex staples in a hacienda-style setting.,https://www.elfenix.com/location/el-fenix-irving/,elfenix.com,4,(972) 573-3980,"3911 W Airport Fwy #16, Irving, TX 75062",4.1,2158,No,El Fenix,elfenix.com,Web Working,"3911 W Airport Fwy #16, Irving, TX 75062, United States",United States,https://www.linkedin.com/in/justin-cavinder-802ab412b/,Manager,Justin,Cavinder,jcavinder1984@gmail.com,N/A,,Contect Out,Valid Email,1 940-235-7610,1 972-573-3980,RocketReach,
Torchy's Tacos,https://www.google.com/maps/place/?q=place_id:ChIJ4ex1DIt9ToYR3xWJ6kVYiSI,"Creative tacos served in lively environs. Buzzy chain serving Mexican street-food-style tacos in inventive varieties, including for breakfast.",https://torchystacos.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,torchystacos.com,3,(682) 808-5596,"1805 N Collins St, Arlington, TX 76011",4.4,3133,No,Torchy's Tacos,torchystacos.com,Web Working,"1805 N Collins St, Arlington, TX 76011, United States",United States,https://www.linkedin.com/in/paul-macaluso-9903245/,Chief Executive Officer,Paul,Macaluso,paul.macaluso@torchystacos.com,pr@torchystacos.com,https://torchystacos.com/contact/,,Valid Email,1 405-249-8002,1 682-808-5596,RocketReach,
Ramen Joy,https://www.google.com/maps/place/?q=place_id:ChIJQY4UbcF_ToYRKp96IOv7v20,"Ramen & dumplings in a spare interior. Minimalist establishment offering a variety of ramen bowls, plus dumplings & udon noodles.",,,,(817) 508-3418,"2500 Hwy 121, Bedford, TX 76021",4,616,No,Ramen Joy,,Web Not Found,"2500 Hwy 121, Bedford, TX 76021, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 817-508-3418,,
BoomerJack's Grill,https://www.google.com/maps/place/?q=place_id:ChIJofBqLY99ToYRSjw3E8OMzrA,"Casual spot for pub grub & sports on TV. Branch of a local chain known for beer, burgers & other pub grub, with a patio & sports on many TVs.",https://boomerjacks.com/locations/north-arlington/,boomerjacks.com,4,(817) 275-5400,"522 Lincoln Square, Arlington, TX 76011",4.1,2773,No,BoomerJack's Grill,boomerjacks.com,Duplicate Company,"522 Lincoln Square, Arlington, TX 76011, United States",United States,,,,,,,,,Duplicate Company,,1 817-275-5400,,
Tony's Pizza and Pasta,https://www.google.com/maps/place/?q=place_id:ChIJ45xN74t_ToYRMYq2xQhIhwE,"Pizzeria with a BYOB policy. BYOB pizzeria dishing casual Italian fare, including a range of pizzas by the slice or pie.",https://tonyspizzaandpasta.net/,tonyspizzaandpasta.net,1,(817) 354-8899,"3320 Harwood Rd, Bedford, TX 76021",4.5,830,No,Tony's Pizza and Pasta,tonyspizzaandpasta.net,Web Working,"3320 Harwood Rd, Bedford, TX 76021, United States",United States,https://www.linkedin.com/in/jeuel-viveros-32a21614/,Owner,Jeuel,Viveros,vjeuel@mac.com,info@tonyspizzaandpasta.net,https://www.facebook.com/profile.php?id=100086289717640#,,Valid Email,N/A,1 817-354-8899,,
East Buffet,https://www.google.com/maps/place/?q=place_id:ChIJeQZmxNKDToYRZgwQZQlY5O4,Variety of all-you-can-eat Chinese fare. Standard Chinese buffet with a Mongolian grill plus a variety of fare including sushi & crab legs.,https://eastbuffetirving.weebly.com/,eastbuffetirving.weebly.com,1,(972) 659-8999,"4023 W Airport Fwy, Irving, TX 75062",4,2008,No,East Buffet,eastbuffetirving.weebly.com,Web Working,"4023 W Airport Fwy, Irving, TX 75062, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 972-659-8999,,
